substrate	product	barrier	heat
CC1=CC[C@@]2(CC1)[C+](C(C)C)CC[C@@H]2C	CC1=CC[C@@]2(C(C)C)CC[C@H](C)[C+]2CC1	8.745	2.165
C=C(CCCC(C)C)[C@H]1[CH+]C=C(C)CC1	CC1=C[C@@H]2C[C+](CCCC(C)C)[C@@H]2CC1	4.276	-0.808
C[C@H]1CC[C@@]2([CH+][C@]3(C)CC[C@H]13)CC2(C)C	C[C@H]1CC[C+]2CC(C)(C)[C@H]2[C@]2(C)CC[C@H]12	8.862	0.64
C[C+]1CC[C@@]12[C@@H](C)[C@@]1(C)C[C@@H]2[C@H](C)[C@H]1C	C[C@H]1[C@H]2C[C@](C)([C@H](C)[C+]2C2(C)CC2)[C@@H]1C	2.462	-12.293
CC1=CC[C@@]([C+]2CC[C@@H]2C)(C(C)C)CC1	C[C+]1CCC(C2=CC[C@@H]2C)(C(C)C)CC1	7.597	7.565
C[C+](C)[C@]12CC[C@]3(C)CC[C@@H]3[C@@H](C)[C@H]1C2	C[C@H]1CC[C+]2[C@@H](CC2(C)C)[C@]2(C)CC[C@H]12	12.127	-3.219
C[C+]1CC[C@@]23CCC[C@]2(C)C(C)(C)[C@@H]1C3	CC1=CC[C@@]2(CCC[C@]2(C)[C+](C)C)CC1	28.257	22.793
CC1=CC[C@]2(C)CC[C@@H](C(C)C)[C+]2CC1	CC1=CC[C+]2CC[C@@H](C(C)C)[C@]2(C)CC1	7.42	3.929
CC(C)[C+]1CC[C@H](C)[C@@]12CC[C@]1(C)C[C@@H]12	CC(C)[C@]1([C+]2CC[C@@H]2C)CC[C@]2(C)C[C@@H]21	19.244	8.942
C=C1CCCC(C)(C)C[CH+][C@@]2(C)CC[C@@H]12	C[C+]1CCCC(C)(C)/C=C2\CC[C@@H]1[C@@H]2C	9.899	2.253
C[C+]1CC[C@H]2[C@@H](C)C[C@]3(C[C@H](C)[C@@H]3C)[C@@H]12	C[C@H]1C[C@@]2([CH+][C@@]3(C)CC[C@@H]13)C[C@H](C)[C@@H]2C	34.905	24.131
C[C@H]1CC[C@H]2[C+](CC2(C)C)[C@]2(C)CC[C@H]12	C[C+]1CC[C@@H]2[C@@H](C)CC[C@@H]3C(C)(C)C[C@]123	1.032	-16.728
C[C+]1CC[C@@H]2C[C@H]3[C@H](C)CC[C@]13C[C@@H]2C	C[C@H]1C[C@@]2(C)CC[C@@H]1C[C@@H]1[C+]2CC[C@H]1C	2.786	-1.567
CC(C)=CCC[C+](C)[C@H]1CC=C(C)CC1	CC(C)=CCC[C@@]1(C)[C@@H]2CC[C+](C)[C@H]1C2	0	-9.201
CC(C)=CCC[C@@H](C)[C@]12CC[C+](C)[C@H]1C2	CC(C)=CCC[C@@H](C)[C+]1CC[C@]2(C)C[C@H]12	16.864	-3.623
C[C+]1[C@H]2CC(C)(C)CC[C@]3(C)CC[C@@]13C2	CC1(C)CC[C@]2(C)CC[C+]3C[C@H](C1)[C@@]32C	3.585	-13.328
C[C+](C)[C@@H]1CC[C@H](C)[C@]12CC[C@@]1(C)C[C@H]12	C[C+]1CC[C@H](C(C)C)[C@@]12CC[C@@]1(C)C[C@H]12	4.035	3.718
CC1=C[C@H]2[C+](CC1)[C@@H](C)CC[C@@H]2C(C)C	CC1=C[C+]2[C@@H](C(C)C)CC[C@H](C)[C@@H]2CC1	1.606	-17.024
C/C1=C2\C[C@@H](CCC(C)(C)CCC1)[C+]2C	C/C1=C2/[C+](C)C[C@H]2CCC(C)(C)CCC1	46.346	-5.723
CC(C)=CCC[C+](C)[C@@H]1CC=C(C)CC1	CC(C)=CCC[C@@]1(C)[C+](C)[C@@H]2CC[C@H]1C2	12.541	-17.06
CC(C)[C@@H]1C[C@@H]2[CH+][C@]3(C)CC[C@H]1[C@@]2(C)C3	CC(C)[C@@H]1C[C@@H]2C[C@]3(C)C[CH+][C@H]1[C@@]2(C)C3	8.415	-9.301
CC(C)=CCC[C+](C)C[C@@H]1C=C(C)CC1	CC1=C[C@@H](C[C@]2(C)CC[C@H]2[C+](C)C)CC1	8.609	-5.53
CC1=C2CC[C@@H](C)C[C@H]2[C@H]([C+](C)C)CC1	C[CH+][C@@]1(C)CCC(=C2CCC(C)CC2)C1	10.541	10.496
C[C@H]1CC[C@@]12[CH+]C[C@H]1CC[C@]2(C)C1(C)C	C[C+]1C(C)(C)[C@@H]2CC[C@]13[C@@H](C)CC[C@@H]3C2	5.406	-22.918
C[C+]1CC[C@H]2[C@@H](C)CC[C@H]3CC(C)(C)[C@]132	CC1=C2[C@H](C[C+](C)C)CC[C@H](C)[C@@H]2CC1	13.179	-3.257
C[C+]1CC[C@H]2[C@@H]1C[C@]1(C)[C@@H](C)CC[C@]21C	C[C@H]1CC[C@]2(C)[C@H]3CC[C@@H](C)[C+]3C[C@]12C	11.054	1.147
CC(C)=CCC[C@H](C)[C@H]1[CH+]C=C(C)CC1	CC1=C[C@H]2[C@H]([C+](C)C)CC[C@H](C)[C@@H]2CC1	7.893	-13.735
C[C+]1CC[C@@]12[C@@H](C)CC[C@H]1[C@@H]2CC1(C)C	C[C@H]1CC[C@H]2[C@H](CC2(C)C)[C+]2CC[C@@]21C	11.351	1.315
CC1=C[C@@H]([C+]2[C@@H](C)CC[C@H]2C(C)C)CC1	CC1=C[C@@H]([C@@H]2[C@@H](C)CC[C@H]2[C+](C)C)CC1	10.497	-0.874
C/C1=C/C[C+](C)[C@H](C)CC/C(C)=C/CC1	C[C+]1CC[C@@H]2[C@@]3(C)CC[C@@H](C)[C@]2(C)C[C@@H]13	18.296	-54.964
C[C+](C)[C@H]1CC[C@@H]2[C@@]3(C)C[C@H]3CC[C@]12C	CC(C)=CCC[C@H]1[C+](C)CC[C@@H]2C[C@]12C	19.158	18.299
C[C+]1[C@@H]2C[C@H](C)[C@]2(C)C[C@H](C)C12CCC2	C[C@H]1C[C@@]2(C)[C@@H](C)C[C@H]2[C@]2(C)CCC[C+]12	8.502	-10.658
CC1=CC[C@@]2(CC1)[C@@H](C)CC[C@@H]2[C+](C)C	CC(C)=CCC[C@H](C)[C@@]12CC[C+](C)[C@@H]1C2	33.391	14.711
CC1=CC[C@@]2(CCCC(C)(C)[C+]2C)CC1	CC1=CC[C@@]2(CCC[C@@]2(C)[C+](C)C)CC1	14.361	5.077
C[C+]1CC[C@@H]2C[C@H]3CC(C)(C)C[C@]13[C@@H]2C	C[C@@H]1[C@@H]2CC[C@@]1(C)[C+]1CC(C)(C)C[C@@H]1C2	6.877	-2.191
C[C+]1CC[C@]23CCC[C@]2([C@@H](C)C3)C1(C)C	C[C+](C)[C@@]1(C)CC[C@]23CCC[C@@]21[C@@H](C)C3	8.672	4.782
C[C+](C)[C@@H]1[C@H]2CC[C@@]2(C)[C@@H]2CC[C@@]1(C)C2	CC(C)[C@@H]1[C+]2CC[C@@]2(C)[C@@H]2CC[C@@]1(C)C2	11.771	4.634
C/C(=C1\CC[C@H](C(C)C)C1)[C@@H]1CC[C+]1C	C/C([CH+]C1(C)CC1)=C1\CC[C@H](C(C)C)C1	2.771	-15.821
C=C[C@]1(C)CC[C@H]1[C@]1(C)CC[C@@H]1[C+](C)C	C=C[C@]1(C)CC[C@H]1[C+](C)CCC=C(C)C	10.716	2.744
C=C(C)CCC[C@H](C)[C@]12CC[C+](C)[C@H]1C2	C=C(C)CCC[C@H](C)[C+]1CC=C(C)CC1	6.472	6.472
CC(C)=CCC[C@H]1CCC(C)=CC[C+]1C	CC(C)=C[CH+]C[C@H]1CCC(C)=CC[C@H]1C	4.975	-0.482
C[C+]1CC[C@@H](C)[C@@H]2CC[C@]2(C)[C@H]2C[C@@]12C	C[C+]1C[C@@H]2[C@@]3(C)CC[C@H]3[C@H](C)CC[C@]12C	6.594	1.755
C[C+]1CC[C@@H]2C[C@H]3[C@H](C)CC[C@]13C2(C)C	C[C+]1[C@@H]2CC[C@@H]3CC[C@@H](C)[C@]3(C2)C1(C)C	10.195	6.566
C[C+]1CC[C@@]2([C@@]3(C(C)C)CC[C@H]3C)C[C@@H]12	CC1=CC[C+]([C@@]2(C(C)C)CC[C@H]2C)CC1	7.385	4.813
C/C1=C\C[C+](C)[C@@H](C)C[C@H]2[C@@H](C)CC[C@@H]12	C[C+]1[C@@H]2CC[C@H](C)[C@@H]2C[C@H](C)[C@]2(C)C[C@H]12	10.038	-10.227
C[C@H]1CC[C@@]23CC[C@@H](C2)[C@H](C)C(C)(C)[C+]13	C[C@H]1[C@H]2CC[C+]3CC[C@H](C)[C@@]3(C2)C1(C)C	2.588	-2.104
CC1=C2C[C+](C(C)C)CC[C@@H](C)[C@@H]2CC1	C[C+]1CC[C@H]2[C@]3(C)CC[C@H](C(C)C)C[C@]123	13.669	-0.651
CC1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]2(C)[C+]3C1	C[C+]1CCC=C2CC(C)(C)CCC[C@@]21C	23.708	-6.838
C/C1=C(\C)[C@@H]2CC[C@H](CC1)[C+](C(C)C)C2	C[C+]1CC[C@H]2CC[C@@H]3C[C@@]2(C(C)C)[C@]13C	3.865	-15.643
CC(C)=CC[CH+][C@]1(C)C[C@@]2(C)CC[C@@H]1C2	C[C+](C)[C@H]1C[C@H]1[C@]1(C)C[C@@]2(C)CC[C@@H]1C2	1.581	-12.813
CC(C)=C[CH+]C[C@H]1CC[C@H](C)[C@H]2C[C@@]12C	CC(C)=C[C@H]1C[C@H]2[C+](C)[C@H](CC[C@@H]2C)C1	20.214	19.1
CC1=CC[C+]([C@@]2(C)CCCC2(C)C)CC1	CC1=CC[C@]2(CC1)[C+](C)CCCC2(C)C	4.792	-1.279
C[C@@H]1CC[C@]12[CH+][C@]1(C)CC[C@@H]1C(C)(C)C2	C[C@@H]1CC[C@@H]2[C+]1CC(C)(C)[C@H]1CC[C@@]21C	2.956	-22.815
C[C@@H]1C[C@@]2(C)CC[C@@H]1[C+]1[C@@H]2CCC1(C)C	C[C+]1CC[C@@H]2[C@@H]3CCC(C)(C)[C@]13C[C@H]2C	13.167	13.114
C[C+](C)[C@H]1[C@@]23CCC[C@@](C)(CC[C@]12C)C3	CC(C)=C[C@@]12CCC[C@@](C)(CC[C+]1C)C2	15.979	12.962
CC1(C)CCC[C@@]1(C)[C+]1CC[C@]2(C)C[C@H]12	C[C+]1CC=C([C@]2(C)CCCC2(C)C)CC1	21.321	19.522
CC1(C)CC[C@@H]2CC[C@@H]3[C@H]2[C+](C1)C3(C)C	CC1(C)CC[C+]2CC[C@@H]3[C@H]2[C@@H](C1)C3(C)C	0.815	-8.814
CC(C)=CCC[C@@H](C)[C@@]12CC[C+](C)[C@@H]1C2	CC(C)=CCC[C@@H](C)[C+]1CC[C@]2(C)C[C@H]12	15.505	-0.692
CC(C)=CCC[C@]1(C)C[C@H]2[C+](C)CC[C@H]21	CC(C)=C[CH+]C[C@]1(C)C[C@@]2(C)CC[C@@H]1C2	14.838	-20.178
C[C+](C)[C@@H]1CC[C@@]23[C@H](C)CC[C@@H]2C[C@@]13C	CC(C)=CCC[C@]12[C+](C)C[C@H]1CC[C@H]2C	22.924	22.122
CC1(C)CCC[C+]2[C@H](C1)[C@H]1CC[C@]2(C)C1	C[C+]1C[C@@H]2CC[C@]13CCCC(C)(C)C[C@H]23	15.151	4.078
C[C+]1C(C)(C)[C@@H]2CC[C@]13[C@@H](C)CC[C@H]3C2	C[C@H]1CC[C@H]2C[C@H]3CC[C+]1[C@]2(C)C3(C)C	3.928	3.214
C[C+]1CCC(C)(C)[C@@]12[C@@H]1CC[C@@H](C1)[C@H]2C	C[C@H]1[C+]([C@@]2(C)CCC2(C)C)[C@@H]2CC[C@H]1C2	8.018	0.131
C[C+]1CC[C@]2([C@]3(C)CC[C@@H]3C(C)C)C[C@H]12	CC1=CC[C+]([C@]2(C)CC[C@@H]2C(C)C)CC1	2.436	2.219
C[C+](C)C/C=C1/[C@H]2CC[C@]1(C)CC[C@H]2C	C[C@@H]1CC[C@@]2(C)CC[C@@H]1[C+]2[C@H]1CC1(C)C	6.569	-12.806
CC(C)=CCC[C@H](C)[C@@H]1[CH+]C=C(C)CC1	CC(C)=CCC[C@H](C)[C+]1CC=C(C)CC1	10.257	9.555
C[CH+][C@]12CC(C)(C)[C@H]1CC[C@H]2C1(C)CC1	C[C@H]1[C+]2CC(C)(C)[C@H]1CC[C@H]2C1(C)CC1	1.413	-6.433
C/C1=C/C[C+](C)[C@@H](C)CC/C(C)=C/CC1	C/C1=C/CC[C+](C)[C@@H]2C[C@@]2(C)[C@@H](C)CC1	5.38	-9.492
C[C+]1CCC=C[C@@H]1C[C@@H](C)[C@@H]1CC[C@H]1C	C[C+](C[C@H]1[C@H]2CCC[C@@]12C)[C@@H]1CC[C@H]1C	8.851	-7.12
C[C+](C)[C@@]12CC[C@@]3(C)[C@@H](C1)[C@@H](C)CC[C@H]32	CC(C)=C1CC[C+]2[C@@H](C)CC[C@H](C)[C@@H]2C1	50.75	18.361
C[C+](C)[C@@H]1CC[C@H]2CC[C@H](C)[C@H]3[C@@H]1[C@]32C	C[C+]1CC[C@@H]2CC[C@@H](C(C)C)[C@@H]3[C@H]1[C@]23C	4.037	-11.928
CC(C)=CCC[C@H](C)[C@]12CC[C+](C)[C@H]1C2	CC1=CC[C@@]2(CC1)[C@@H](C)CC[C@H]2[C+](C)C	28.759	23.387
C/C1=C/CC(C)(C)[C@H]2CC[C@@H](C)[C+]2CC1	C[C+]1CC[C@]23[C@H]1CC(C)(C)[C@H]2CC[C@H]3C	3.15	-44.526
CC1=CCC[C@@H]2[C@@H](C)C[C+](C)[C@@H](C)[C@@H]2C1	C[CH+][C@]1(C)C[C@H](C)[C@H]2CCC=C(C)C[C@H]21	9.498	8.933
CC1=CC[C@](C)([C+]2CCCC2(C)C)CC1	C[C+]1CC[C@]2(C)C[C@H]1[C@@]21CCCC1(C)C	6.054	-6.832
C=C1C[C@@H]2[C+](C)CCC[C@H](C)CC[C@@]12C	C=C1C[C+]2[C@H](C)CCC[C@H](C)CC[C@@]12C	10.496	8.328
CC(C)=C1CC[C@](C)([C+]2CCC[C@@H]2C)C1	C[C+](C)[C@@]12CC[C@@](C)(C1)[C@@]21CCC[C@@H]1C	4.203	-5.452
CC1=CC[C+]([C@@]2(C(C)C)CC[C@@H]2C)CC1	CC(C)[C+]1[C@@H](C)CC[C@@]12CC[C@@]1(C)C[C@H]12	10.919	-4.128
CC1(C)C[C+]2[C@@H]1CC[C@@]1(C)CCC[C@@]21C	C[C+]1CCC[C@]2(C)CC[C@@H]3C(C)(C)C[C@@]132	5.058	-3.436
CC1=C2CC[C+](C)CC[C@H](C)[C@@]2(C)CC1	C[C+]1CC[C@]2(C)[C@@H](C)CC[C@@]3(C)CC[C@]132	1.113	-15.116
C[C@H]1[C@@]2(C)CC[C@@]3(C2)[C@H](C)CC[CH+][C@]13C	C[C@@H]1CC[C@@H](C)[C@@]23CC[C@@](C)(C2)[C@H](C)[C+]13	2.26	-16.012
C[C@H]1C[C@H]2C[C@@H]1CC[C@]1(C)CC[C@@H](C)[C+]21	C[C+]1C[C@H]2C[C@@H]1CC[C@]1(C)CC[C@@H](C)[C@H]21	15.306	3.578
C=C(C)[C@@H]1CC[C+]2[C@H](CCCC2(C)C)C1	C=C(C)[C@@H]1CC[C@@]2(C)[C+](C)CCC[C@@H]2C1	4.47	-1.035
C[C@H]1CC[C@@]2(C)[C+]3CC[C@H](C)[C@@]3(C)C[C@@H]12	C[C+]1[C@@H](C)CC[C@]12C[C@H]1[C@@H](C)CC[C@]12C	15.283	10.338
CC(C)[C@@H]1C[C@H]2[C@]3(C1)[C@@H](C)CC[CH+][C@]23C	C[CH+][C@]12CCC=C(C)[C@H]1C[C@@H](C(C)C)C2	12.929	5.735
C[C+]1[C@@H]2CC[C@@]1(C)[C@@H]1CC(C)(C)C[C@H]1C2	C[C@@H]1[C@@H]2CC[C@@]1(C)[C@@H]1CC(C)(C)C[C+]1C2	3.235	-8.911
C=C(C)[C@@H]1CC[C@@H](C)[C@H]2CC[C+](C)[C@H]2C1	C=C(C)[C@@H]1CC[C@@H](C)[C@H]2CC[C@@H](C)[C+]2C1	1.231	-4.224
C[C@H]1CC[C+]2C[C@H]3CC[C@]21[C@@H]3C(C)(C)C	C[C@H]1CC[C@]23CC[C@H](C2)[C@@H](C(C)(C)C)[C+]13	1.274	-2.234
C=C1C/C=C(\C)CCC[C@H](C)CC[C+]1C	C=C1C[C@@H]2[C+](C)CCC[C@H](C)CC[C@@]12C	18.813	-6.765
C[C@@H]1CC[CH+][C@]2(C(C)(C)C)[C@H]3CC[C@@]12C3	C[C@@H]1CC[C@@H](C(C)(C)C)[C@@]23C[C@@H]2CC[C+]13	2.443	-26.228
CC(C)[C@@H]1C[C@H]2[C@]3(C1)[C@@H](C)CC[CH+][C@]23C	CC1=CCC[C+](C)[C@@H]2C[C@H](C(C)C)C[C@H]12	18.246	4.564
CC1=CCC[C@@]2(CCC[C@@]2(C)[C+](C)C)C1	CC1=CCC[C@@]2(CCC[C+]2C(C)(C)C)C1	8.221	-2.23
C/C1=C(\C)[C@H]2CC[C+](CC[C@@H]1C)[C@H](C)C2	C[C+]1[C@H]2CC[C@H](C)[C@]3(CC[C@H](C)[C@]13C)C2	1.596	-34.217
C[C@H]1CC[C@]12[C@H](C)[C@@H]1C[CH+][C@@]2(C)C1(C)C	C=CCC[C+]1[C@H](C)[C@@H]2CC[C@@]1(C)C2(C)C	17.233	2.197
CC1=C[C@@H]([C@H](C)C2(C[C+](C)C)CC2)CC1	CC1=C[C@@H]([C+](C)C2(CC(C)C)CC2)CC1	18.919	-14.425
C/C1=C2\CC[C+](C)[C@H]2CC(C)(C)CCC1	C[C+]1CCCC(C)(C)C[C@@H]2[C@@]3(C)CC[C@@]123	2.32	-0.001
C[C+]1CC[C@@H]2[C@@H]3[C@@H](C)CC[C@H]3C(C)(C)[C@H]12	C[C@H]1CC[C+]2[C@@H]1[C@H]1CC[C@H](C)[C@H]1C2(C)C	4.464	-2.508
C=C[C@]1(C)CC[C@@H]1[C+](C)CCC=C(C)C	C=C[C+](C)CC/C=C(/C)CCC=C(C)C	17.46	4.348
CC(C)=C1CC[C@]1(C)C1CC[C+](C)CC1	CC1=CC[C@@H]([C@@]2(C)CC[C@@H]2[C+](C)C)CC1	1.75	0.025
C[C+]1CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C	C[C@H]1CC[C@H]2C(C)(C)[C@@]3(C)[CH+]C[C@@]12CC3	12.28	11.667
C[C@H]1CC[C@]23C[C@H](CC[C+]12)[C@@H]3C(C)(C)C	C[C@H]1CC[C+]2C[C@@H]3CC[C@@]21[C@H]3C(C)(C)C	8.616	4.99
C[C+]1CC[C@@]23[C@@H](C)CC[C@@H]2C(C)(C)C[C@@H]13	C/C1=C\CC(C)(C)[C@H]2CC[C@H](C)[C+]2CC1	31.614	30.938
C[C+]1[C@@H]2CC[C@]3(C2)[C@@H](C)CC[C@H]3C1(C)C	C[C+](C)[C@]1(C)[C@@H]2CC[C@]3(C2)[C@@H](C)CC[C@H]31	10.315	8.86
CC1=CC[C@@]2(C)CC[C@@H]([C+](C)C)[C@H]2CC1	C[C+]1CC[C@@H]2[C@H]3CC[C@]2(C)C[C@@H]1C3(C)C	1.472	-27.773
C[C+]1CC[C@@H]2[C@H](CC2(C)C)[C@]2(C)CC[C@@H]12	C[C@H]1CC[C+]2[C@H](CC2(C)C)[C@]2(C)CC[C@@H]12	5.513	-16.266
C[C+]1CC[C@]2(CC2(C)C)C[C@@]2(C)CC[C@@H]12	C[C+](C)[C@@]12CC[C@@](C)(C1)[C@@H]1CC[C@]1(C)C2	1.132	-18.982
C[C+](C)CCC1=C[C@@H]2[C@@H](C)CC[C@@H]2[C@H]1C	C=C(C)CC[C@@H]1C[C@@H]2[C+](C)CC[C@@H]2[C@H]1C	16.104	9.588
C[C@@H]1CC[C@]2(C)[C+]1C[C@H]1CC(C)(C)C[C@H]12	CC1(C)C[C@@H]2C[C@@]3(C)[CH+]CC[C@@]3(C)[C@@H]2C1	0	-0.14
C[C+]1CC[C@]23[C@H]1CC(C)(C)[C@H]2CC[C@H]3C	C[C@@H]1CC[C@H]2[C+]1[C@H](C1(C)CC1)CC2(C)C	34.876	27.661
CC1(C)C[C+]2[C@H](C1)C[C@@]1(C)CCC[C@@]21C	C[C+](C)C[C@@]12C[C@@H]1C[C@@]1(C)CCC[C@]12C	32.773	30.646
CC1=CC[C@H]([C@@H](C)CCC[C+](C)C)C=C1	CC1=CC[C@H]([C+](C)CCCC(C)C)C=C1	115.634	-1.613
C[C+]1[C@@H](C)CC[C@@]23CC[C@@H](C[C@H]2C)[C@@]13C	C[C+]1[C@H]2CC[C@]3(CC[C@H](C)[C@]13C)[C@H](C)C2	43.906	-2.173
C[C+]1CC[C@@]2(C(C)C)C[C@H]2[C@]2(C)CC[C@@H]12	C/C1=C/C[C+](C(C)C)CC/C(C)=C/CC1	34.685	18.597
CC(C)[C+]1CC[C@H]2[C@@H]3C[C@]3(C)[C@@H](C1)[C@@H]2C	C[C+]1[C@@H]2C[C@@H](C(C)C)CC[C@H]1[C@@H]1C[C@]21C	5.091	-3.341
C[C+]1CC[C@@H]2C[C@H]3CC[C@H](C)[C@]2(C)[C@@]13C	C[C+]1CC[C@@H]2C[C@H]3CC[C@H](C)[C@]2(C)[C@@]13C	15.261	7.035
CC(C)[C+]1CC[C@@]2(C)[C@@H]3CC[C@@H](C3)[C@@]12C	C[C+]1[C@H]2CC[C@@H]3[C@H]2[C@H](C(C)C)CC[C@]13C	14.199	-6.651
C[C@H]1C[C@H]2[C+]3C[C@@H]1CC[C@]2(C)CC[C@H]3C	C[C@H]1C[CH+][C@@]23C[C@@H]1CC[C@]2(C)CC[C@H]3C	12.331	10.598
C[C+]1CC[C@]2(C)C[C@@H]2[C@]12CC[C@@H]2C(C)C	CC(C)[C@H]1CC[C+]1[C@@]1(C)CC[C@]2(C)C[C@@H]21	10.869	5.443
CC(C)=C[CH+]C[C@H]1CCC(C)=CC[C@@H]1C	CC(C)=C[C@@H]1C[C@H]2CC[C+](C)[C@@H]1C[C@@H]2C	0	-39.982
CC(C)=CC[C@@]12CC[C@@H](CC[C+]1C)[C@@H]2C	CC(C)=CC[C+]1[C@@H](C)[C@H]2CC[C@]1(C)CC2	6.899	-5.147
CC1=CC[C@@]2(CCC[C+]2C(C)(C)C)CC1	CC1=CC[C+](C2(C(C)(C)C)CCC2)CC1	21.254	20.451
CC(C)[C@@H]1[C+]2CC[C@@H](C)[C@@]23CC[C@]1(C)C3	CC(C)[C@@H]1[C@]23CC[C@@H](C)[C+]2C[C@@]1(C)CC3	3.868	0.682
C[C+]1C[C@@H]2C(C)(C)CCC[C@H](C)[C@@]23C[C@@H]13	CC1=CC[C+]2[C@@H](C)CCCC(C)(C)[C@H]2C1	14.854	0.07
CC1=C2C[C+](C(C)C)CC[C@H](C)[C@H]2CC1	CC1=C2C[C@H](C(C)C)CC[C+]2[C@@H](C)CC1	13.527	-19.068
CC1=C2CC[C@H](C)C[C@@H](C)[C@@H](C)[C+]2CC1	CC1=C2CC[C@H](C)C[C@@H](C)[C@@H](C)[C+]2CC1	0.021	-3.327
C[C+]1[C@H]2C[C@H](C[C@@]23CC[C@@H](C)C3)C1(C)C	C[C@H]1[C@H]2C[C@H]([CH+][C@@]23CC[C@@H](C)C3)C1(C)C	16.254	12.965
CC(C)[C+]1[C@]2(C)CC[C@@]1(C)[C@@H]1CC[C@H]2C1	C[C+]1CC[C@@]2(C)[C@@H]3CC[C@@H](C3)[C@@]12C(C)C	10.85	-1.092
C[C@H]1CC[C+]2C(C)(C)CC[C@]3(C)CC[C@@]213	C[C@H]1CC[C@]23[C+]1CC[C@@]2(C)CCC3(C)C	4.287	-8.947
CC1=C([C@@H]2C[C@H](C(C)C)CC[C+]2C)CC1	C[C+]1CC[C@@]12[C@@H]1C[C@H](C(C)C)CC[C@@]12C	0	-17.413
C/C1=C\C[C+](C)[C@@H](C)CC/C(C)=C/CC1	C/C1=C\CC[C+](C)/C=C/[C@@H](C)[C@@H](C)CC1	14.587	10.902
CC(C)[C+]1C[C@H]2[C@H](C)[C@@H]3CC[C@@]2(C)C[C@H]13	C[C+]1[C@@H]2C[C@@H](C(C)C)[C@@H]3C[C@H]1CC[C@]23C	10.45	2.744
CC(C)=C[C@@H]1C[C@@]2(C)CCC[C+](C)[C@@H]1C2	CC(C)=C[C@H]1[CH+][C@]2(C)CCC[C@](C)(C1)C2	12.972	9.847
C[C@@H]1CC[C@H]2C(C)(C)C[C@@H]3CC[C+]1[C@@]32C	C[C@@H]1CC[C+]2C(C)(C)C[C@@H]3CC[C@@H]1[C@]23C	9.72	-0.638
C[C@H]1CC[C+]2[C@H](C)CC[C@H]3C(C)(C)C[C@]213	C[C+]1CC[C@H]2[C@H](C)CC[C@H]3C(C)(C)C[C@@]123	7.442	7.442
C=C1CC[C@H]2[C@@H](C)CC[C@H]([C+](C)C)C[C@@H]12	C[C@H]1CC[C+]2C[C@@H]3[C@H]1CC[C@]3(C)C2(C)C	3.83	-11.295
C[C+]1C/C=C(\C2(C)CC2)[C@@H](C)CC[C@H]1C	C[C@H]1CC[C@@H](C)[C@@]2(C)C[C@H]2[C+]1C1(C)CC1	12.482	-4.479
CC1=CCC([C@@H](C)CCC[C+](C)C)=CC1	CC(C)=CCC[C@H](C)[C@]12CC[C+](C)[C@H]1C2	0.388	0.339
CC(C)=CC[CH+]C(C)=C1CCC(C)CC1	CC(=C1CCC(C)CC1)[C@H]1C[C@H]1[C+](C)C	0.46	-6.653
CC(C)=CCC[C@@]12C[C@@H]1[C+](C)CC[C@H]2C	CC(C)=CCC[C+]1[C@@H]2C[C@]2(C)CC[C@H]1C	13.667	-2.311
C[C+]1C[C@]2(C)CC[C@H]1[C@H]1CC(C)(C)C[C@H]12	CC[C@]12CC[C@H]1[C@H]1CC(C)(C)C[C@H]1[C+]2C	8.294	3.571
CC1=C[C@@]2(CC[C@@H]2C)C[C@H](C(C)C)C[CH+]1	CC(C)[C@@H]1C[CH+][C@@]2(C)[C@@H](C1)[C@]21CC[C@@H]1C	13.884	-13.377
C[C+]1CC[C@H](C)[C@@H](C)[C@@]12C=C[C@@H](C)CC2	C[C@@H]1C=C[C+]([C@@]2(C)CC[C@H](C)[C@H]2C)CC1	1.433	-10.318
C[C+]1CC[C@]2(C)C[C@H]3[C@H](C)CC[C@H]3[C@]12C	C[C+]1[C@@H]2CC[C@@H](C)[C@@H]2C[C@@]2(C)CC[C@@]12C	18.096	14.333
CC(C)[C+]1CC[C@@]2(C)[C@@H]3CC[C@@H](C3)[C@@]12C	C[C+]1[C@]2(C(C)C)CC[C@@]1(C)[C@@H]1CC[C@H]2C1	5.016	1.601
CC(C)=CCC[C@]1(C)[C@@H]2CC[C+](C)[C@H]1C2	C[C+](C)[C@@H]1CC[C@]2(C)[C@@H]3CC[C@@H](C3)[C@]12C	0.068	-32.568
C=C([C+](C)C)[C@@H]1CC[C@@]2(C)CCC[C@@]12C	CC(C)=C(C)[C@@H]1CC[C@@]2(C)C[CH+]C[C@@]12C	19.183	14.05
CC1=CCC[C+](C)[C@@H]2C[C@H](C(C)C)C[C@H]12	CC1=CCC[C@@H]2C[C@H](C(C)C)C[CH+][C@]12C	14.87	10.669
CC1(C)CCC[C+]([C@]2(C)C=CCC2)CC1	CC1(C)CCC[C@](C)(C2=C[CH+]CC2)CC1	4.773	-9.366
C/C1=C/CC[C+](C)[C@H]2CC(C)(C)C[C@@H]2C1	C/C1=C2\CC(C)(C)C[C@@H]2C[C@@H](C)[CH+]CC1	1.439	-7.125
